name,year,selling_price,seller_type,transmission,owner,km_driven,fuel,mileage,engine,max_power,seats
Hyundai i20 1.2 Spotz,2018,650000.0,Individual,Manual,Second Owner,20000.0,Petrol,,,,
Maruti Wagon R LXI Minor,2010,100000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Maruti Alto 800 VXI,2017,282000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Hyundai i20 Asta (o),2009,300000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Hyundai i20 Asta,2010,270000.0,Individual,Manual,Second Owner,110000.0,Petrol,,,,
Hyundai Verna 1.6 SX CRDi (O),2013,550000.0,Individual,Manual,First Owner,29000.0,Diesel,,,,
Mahindra Xylo D2 BSIV,2013,450000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Mahindra Bolero SLX 2WD BSIII,2011,430000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Maruti Ertiga VXI ABS,2013,350000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Honda Brio 1.2 E MT,2017,350000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Toyota Etios Liva G,2013,229999.0,Individual,Manual,Second Owner,50000.0,Petrol,,,,
Maruti Alto 800 LXI,2013,110000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000.0,Individual,Manual,Second Owner,49000.0,Petrol,,,,
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000.0,Individual,Automatic,Second Owner,70000.0,Diesel,,,,
Mahindra Bolero SLX,2011,350000.0,Individual,Manual,Second Owner,90000.0,Diesel,,,,
Mahindra XUV500 W11 Option AWD,2020,1400000.0,Dealer,Manual,First Owner,25000.0,Diesel,,,,
Tata Tiago 1.2 Revotron XZ,2018,360000.0,Individual,Manual,First Owner,4000.0,Petrol,,,,
Mahindra Marazzo M8 8Str,2018,1300000.0,Individual,Manual,First Owner,10000.0,Diesel,,,,
Renault Duster 110PS Diesel RxL,2015,800000.0,Individual,Manual,First Owner,15000.0,Diesel,,,,
Hyundai EON Magna Plus,2018,229999.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Maruti Wagon R VXI,2014,315000.0,Dealer,Manual,First Owner,41000.0,Petrol,,,,
Chevrolet Spark 1.0 LT,2012,125000.0,Individual,Manual,First Owner,28000.0,Petrol,,,,
Maruti Baleno Alpha,2019,700000.0,Individual,Manual,First Owner,16000.0,Petrol,,,,
Hyundai EON 1.0 Kappa Magna Plus,2015,160000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000.0,Dealer,Manual,First Owner,10832.0,Petrol,,,,
Ford Figo Aspire Facelift,2018,624000.0,Dealer,Manual,First Owner,14681.0,Diesel,,,,
Hyundai i10 Era,2009,250000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Mahindra Bolero SLX,2016,585000.0,Dealer,Manual,First Owner,51000.0,Diesel,,,,
Hyundai Verna 1.4 VTVT,2015,500000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Chevrolet Sail 1.2 LT ABS,2014,350000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Honda City i-DTEC SV,2014,495000.0,Dealer,Manual,First Owner,80000.0,Diesel,,,,
Hyundai Grand i10 1.2 Kappa Asta,2017,500000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000.0,Individual,Manual,First Owner,200000.0,Diesel,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000.0,Dealer,Manual,First Owner,44000.0,Petrol,,,,
Maruti Baleno Sigma 1.2,2015,500000.0,Individual,Manual,First Owner,10000.0,Petrol,,,,
Tata Tiago 1.2 Revotron XZ,2019,425000.0,Individual,Manual,First Owner,19600.0,Petrol,,,,
Maruti Wagon R LXI,2005,80000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Chevrolet Beat Diesel LS,2011,106000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Maruti A-Star Vxi,2009,180000.0,Individual,Manual,First Owner,46730.0,Petrol,,,,
Datsun GO A,2015,250000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Skoda Yeti Ambition 4WD,2011,350000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Maruti Zen LXi BSII,2002,60000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Hyundai Verna CRDi 1.6 EX,2018,900000.0,Individual,Manual,First Owner,24000.0,Diesel,,,,
Ford Aspire Titanium Diesel BSIV,2017,700000.0,Dealer,Manual,First Owner,21170.0,Diesel,,,,
BMW 3 Series 320d Sport,2013,2000000.0,Dealer,Automatic,First Owner,167223.0,Diesel,,,,
Maruti Ertiga SHVS ZDI Plus,2017,1000000.0,Individual,Manual,First Owner,40000.0,Diesel,,,,
BMW X1 sDrive 20d Exclusive,2011,1375000.0,Individual,Automatic,First Owner,60000.0,Diesel,,,,
Toyota Innova Crysta 2.4 VX MT,2016,1800000.0,Dealer,Manual,First Owner,141440.0,Diesel,,,,
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Mitsubishi Outlander 2.4,2012,525000.0,Individual,Automatic,First Owner,140000.0,Petrol,,,,
Mahindra XUV500 W8 2WD,2012,850000.0,Dealer,Manual,First Owner,212814.0,Diesel,,,,
Maruti Baleno Alpha 1.3,2019,800000.0,Individual,Manual,First Owner,30000.0,Diesel,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000.0,Dealer,Manual,First Owner,88635.0,Diesel,,,,
Maruti Swift Dzire VDI,2018,800000.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Hyundai i20 1.2 Spotz,2017,575000.0,Individual,Manual,Second Owner,20000.0,Petrol,,,,
Renault Duster 110PS Diesel RxZ,2012,350000.0,Individual,Manual,Second Owner,110000.0,Diesel,,,,
Maruti Swift Vdi BSIII,2008,250000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Ford Endeavour Titanium 4X2,2011,600000.0,Dealer,Manual,Second Owner,149674.0,Diesel,,,,
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000.0,Individual,Manual,Third Owner,100000.0,Diesel,,,,
Maruti Baleno Vxi,2006,80000.0,Individual,Manual,Third Owner,120000.0,Petrol,,,,
Tata Indica DLX,2003,50000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Hyundai Verna CRDi 1.6 EX,2018,900000.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Maruti Wagon R VXI BS IV,2014,300000.0,Individual,Manual,Second Owner,35000.0,Petrol,,,,
Tata Indica LSI,2002,125000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Maruti Swift Dzire VDI,2015,490000.0,Individual,Manual,Second Owner,60000.0,Diesel,,,,
Toyota Etios Liva GD,2012,300000.0,Individual,Manual,Second Owner,50000.0,Diesel,,,,
Tata Nano STD,2013,55000.0,Individual,Manual,Fourth & Above Owner,25000.0,Petrol,,,,
Hyundai Grand i10 Sportz,2016,350000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Hyundai Grand i10 1.2 CRDi Asta,2019,755000.0,Individual,Manual,First Owner,8000.0,Diesel,,,,
Maruti Ertiga SHVS VDI,2017,720000.0,Individual,Manual,First Owner,60000.0,Diesel,,,,
Mahindra Bolero SLX,2006,229999.0,Individual,Manual,Third Owner,200000.0,Diesel,,,,
Mahindra Scorpio S7 140 BSIV,2018,1100000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000.0,Individual,Manual,First Owner,100000.0,Petrol,,,,
Hyundai Xcent 1.1 CRDi Base,2015,350000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Chevrolet Beat Diesel PS,2012,159000.0,Dealer,Manual,First Owner,68000.0,Diesel,,,,
Maruti Swift ZXi BSIV,2017,550000.0,Dealer,Manual,First Owner,38000.0,Petrol,,,,
Maruti Ritz VDi,2013,335000.0,Dealer,Manual,First Owner,80000.0,Diesel,,,,
Tata Indigo CS Emax CNG GLX,2014,185000.0,Dealer,Manual,First Owner,72000.0,Cng,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999.0,Dealer,Manual,First Owner,75000.0,Cng,,,,
Maruti Estilo LXI,2014,225000.0,Dealer,Manual,First Owner,43000.0,Petrol,,,,
Maruti Swift VXI with ABS,2007,250000.0,Individual,Manual,Second Owner,120000.0,Petrol,,,,
Tata Zest Quadrajet 1.3 XM,2015,400000.0,Individual,Manual,First Owner,100000.0,Diesel,,,,
Maruti Swift VDI BSIV,2014,470000.0,Individual,Manual,First Owner,163000.0,Diesel,,,,
Maruti Alto K10 VXI AGS Optional,2018,300000.0,Individual,Automatic,First Owner,25000.0,Petrol,,,,
Maruti Alto LX,2011,145000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Maruti SX4 Vxi BSIII,2007,100000.0,Individual,Manual,Second Owner,90000.0,Petrol,,,,
Mahindra Scorpio SLE BSIV,2014,500000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Hyundai Santro Xing GLS CNG,2010,130000.0,Individual,Manual,Second Owner,98000.0,Cng,,,,
Chevrolet Cruze LTZ,2010,240000.0,Individual,Manual,First Owner,81925.0,Diesel,,,,
Ford Figo Diesel Celebration Edition,2013,150000.0,Individual,Manual,Second Owner,80000.0,Diesel,,,,
Renault KWID RXT Optional,2017,270000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Maruti Swift Dzire VDI,2014,400000.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Hyundai EON Era Plus,2012,200000.0,Individual,Manual,First Owner,46000.0,Petrol,,,,
Mahindra XUV500 W6 2WD,2012,550000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Renault KWID 1.0 RXT Optional,2018,325000.0,Individual,Manual,First Owner,35000.0,Petrol,,,,
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000.0,Individual,Automatic,First Owner,82080.0,Diesel,,,,
Mahindra XUV500 W8 2WD,2012,600000.0,Individual,Manual,First Owner,200000.0,Diesel,,,,
Chevrolet Spark 1.0,2009,125000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Maruti 800 AC,2000,60000.0,Individual,Manual,Third Owner,40000.0,Petrol,,,,
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Ford Fiesta 1.6 ZXi Duratec,2007,190000.0,Individual,Manual,Third Owner,60000.0,Petrol,,,,
Maruti Ertiga VDI,2013,400000.0,Individual,Manual,First Owner,110000.0,Diesel,,,,
Tata Manza Aura Quadrajet BS IV,2011,260000.0,Individual,Manual,Second Owner,97000.0,Diesel,,,,
Maruti Swift VVT VXI,2017,400000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Hyundai i20 Sportz Petrol,2010,250000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Hyundai Grand i10 1.2 Kappa Asta,2019,600000.0,Individual,Manual,First Owner,10000.0,Petrol,,,,
Maruti Zen Estilo VXI BSIV,2010,175000.0,Individual,Manual,First Owner,52047.0,Petrol,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000.0,Individual,Manual,Third Owner,200000.0,Diesel,,,,
Tata Tiago 1.2 Revotron XZA,2019,350000.0,Individual,Automatic,Second Owner,15000.0,Petrol,,,,
Maruti Vitara Brezza ZDi,2018,800000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Maruti Swift VXI BSIII,2011,250000.0,Individual,Manual,Second Owner,70000.0,Petrol,,,,
Maruti Swift VXI BSIV,2019,600000.0,Individual,Manual,First Owner,10000.0,Petrol,,,,
Maruti Swift VDI BSIV,2017,600000.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Maruti Alto 800 LXI,2016,130000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Maruti Wagon R LXI,2006,90000.0,Individual,Manual,Second Owner,62009.0,Petrol,,,,
Hyundai i20 Active 1.2 S,2017,595000.0,Individual,Manual,Second Owner,33100.0,Petrol,,,,
Hyundai EON Era Plus,2014,190000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Hyundai Santro GLS I - Euro I,1999,50000.0,Individual,Manual,Second Owner,120000.0,Petrol,,,,
Maruti Wagon R LXI Minor,2007,95000.0,Individual,Manual,First Owner,80000.0,Petrol,,,,
Tata Safari Storme VX,2016,1000000.0,Individual,Manual,First Owner,70000.0,Diesel,,,,
Mahindra Scorpio REV 116,2006,220000.0,Individual,Manual,Second Owner,220000.0,Petrol,,,,
Mahindra Bolero SLX,2010,400000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Datsun GO Plus A,2015,315000.0,Individual,Manual,Second Owner,45000.0,Petrol,,,,
Toyota Fortuner 4x4 MT,2014,1000000.0,Individual,Manual,First Owner,110000.0,Diesel,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000.0,Individual,Manual,First Owner,49000.0,Diesel,,,,
Mahindra XUV500 W11 AT BSIV,2018,1600000.0,Individual,Automatic,First Owner,35000.0,Diesel,,,,
Mahindra Supro VX 8 Str,2017,500000.0,Individual,Manual,First Owner,160000.0,Diesel,,,,
Maruti Alto LX,2007,70000.0,Individual,Manual,Third Owner,180000.0,Petrol,,,,
Maruti 800 AC,2007,105000.0,Individual,Manual,Second Owner,60000.0,Petrol,,,,
Ford Endeavour 2.5L 4X2 MT,2008,400000.0,Individual,Manual,Third Owner,110000.0,Diesel,,,,
Maruti Wagon R LXI,2004,80000.0,Individual,Manual,Third Owner,60000.0,Petrol,,,,
Maruti Alto 800 VXI,2016,300000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Mahindra KUV 100 D75 K2,2017,409999.0,Individual,Manual,First Owner,40000.0,Diesel,,,,
Maruti Swift Glam,2009,250000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Tata New Safari DICOR 2.2 EX 4x2,2010,250000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Maruti Swift Dzire VDI,2012,215000.0,Individual,Manual,Third Owner,80000.0,Diesel,,,,
Toyota Fortuner 4x4 MT,2015,1400000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Honda Brio 1.2 VX MT,2018,475000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Honda Brio 1.2 VX MT,2018,475000.0,Individual,Manual,First Owner,22000.0,Petrol,,,,
Chevrolet Spark 1.0 LS,2008,75000.0,Individual,Manual,Second Owner,35000.0,Petrol,,,,
Chevrolet Sail Hatchback LS ABS,2013,200000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Tata Tiago NRG Petrol,2019,575000.0,Individual,Manual,First Owner,8000.0,Petrol,,,,
Maruti Ritz VDi,2011,150000.0,Individual,Manual,Second Owner,40000.0,Diesel,,,,
Maruti Vitara Brezza ZDi Plus,2018,850000.0,Individual,Manual,First Owner,10000.0,Diesel,,,,
Hyundai Santro Era,2019,350000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Ford Endeavour 2.5L 4X2 MT,2011,550000.0,Individual,Manual,Second Owner,54000.0,Diesel,,,,
Hyundai Verna 1.4 VTVT,2017,330000.0,Individual,Manual,First Owner,80577.0,Petrol,,,,
Honda City i-DTEC V,2017,1044999.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Hyundai Verna 1.6 CRDI,2011,300000.0,Individual,Manual,Second Owner,127500.0,Diesel,,,,
Hyundai EON D Lite Plus,2015,235000.0,Dealer,Manual,First Owner,40903.0,Petrol,,,,
Ford Figo Petrol Titanium,2011,120000.0,Individual,Manual,Third Owner,60000.0,Petrol,,,,
Maruti Wagon R VXI,2004,130000.0,Individual,Manual,First Owner,46000.0,Petrol,,,,
Ford Endeavour 4x4 XLT,2004,275000.0,Dealer,Manual,Second Owner,22288.0,Diesel,,,,
Volkswagen Jetta 2.0 TDI Trendline,2011,270000.0,Individual,Manual,Second Owner,180000.0,Diesel,,,,
Volkswagen Polo 1.5 TDI Highline,2015,500000.0,Individual,Manual,Second Owner,30000.0,Diesel,,,,
Hyundai Grand i10 Sportz,2015,400000.0,Dealer,Manual,First Owner,61690.0,Petrol,,,,
Hyundai i20 Asta 1.2,2015,600000.0,Dealer,Manual,First Owner,64484.0,Petrol,,,,
Audi Q5 2.0 TDI,2012,1350000.0,Individual,Automatic,Second Owner,90000.0,Diesel,,,,
Renault Duster 85PS Diesel RxE,2013,400000.0,Dealer,Manual,Second Owner,75976.0,Diesel,,,,
Ford Figo Diesel Titanium,2011,220000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Honda Brio E MT,2012,300000.0,Dealer,Manual,Second Owner,85962.0,Petrol,,,,
Maruti Omni E MPI STD BS IV,2018,250000.0,Individual,Manual,First Owner,120000.0,Petrol,,,,
Honda Mobilio V i DTEC,2015,600000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Honda Brio S Option AT,2012,285000.0,Individual,Automatic,Second Owner,75000.0,Petrol,,,,
Honda Accord 2.4 MT,2009,350000.0,Dealer,Manual,First Owner,57035.0,Petrol,,,,
Mahindra Bolero SLX,2011,170000.0,Individual,Manual,Third Owner,70000.0,Diesel,,,,
Ford Figo 1.2P Ambiente MT,2015,229999.0,Individual,Manual,First Owner,45000.0,Petrol,,,,
Mahindra XUV500 W6 2WD,2013,500000.0,Dealer,Manual,Second Owner,72104.0,Diesel,,,,
Tata Nano Lx,2011,75000.0,Individual,Manual,First Owner,15000.0,Petrol,,,,
Hyundai i20 Active 1.2 SX,2016,600000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Tata Indigo LS Dicor,2011,220000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Tata Indica Vista Terra 1.4 TDI,2009,150000.0,Individual,Manual,Second Owner,164000.0,Diesel,,,,
Maruti Alto LX,2006,65000.0,Individual,Manual,Second Owner,124439.0,Petrol,,,,
Maruti Zen VXI,2006,120000.0,Individual,Manual,Second Owner,77000.0,Petrol,,,,
Maruti Swift Dzire VDI,2014,240000.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Renault KWID 1.0 RXT Optional,2017,390000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Chevrolet Beat LS,2012,180000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Maruti Swift VDI,2012,320000.0,Individual,Manual,Second Owner,80000.0,Diesel,,,,
Maruti Alto 800 LXI,2018,310000.0,Individual,Manual,First Owner,5000.0,Petrol,,,,
Maruti Wagon R AMT VXI,2018,420000.0,Individual,Automatic,First Owner,24000.0,Petrol,,,,
Tata Tiago NRG Petrol,2019,550000.0,Individual,Manual,First Owner,10000.0,Petrol,,,,
Maruti Ertiga SHVS VDI,2016,550000.0,Individual,Manual,Third Owner,78000.0,Diesel,,,,
Mahindra TUV 300 T4 Plus,2018,760000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Maruti 800 AC BSII,2001,43000.0,Individual,Manual,Second Owner,100000.0,Petrol,,,,
Maruti Omni MPI STD BSIV,2018,250000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Hyundai Santro Magna BSIV,2019,500000.0,Individual,Manual,First Owner,1250.0,Petrol,,,,
Tata Zest Revotron 1.2 XT,2015,380000.0,Individual,Manual,First Owner,17152.0,Petrol,,,,
Mahindra XUV500 W11 Option AT AWD,2019,1850000.0,Individual,Automatic,First Owner,5000.0,Diesel,,,,
Volkswagen Polo Diesel Trendline 1.2L,2012,350000.0,Individual,Manual,First Owner,77000.0,Diesel,,,,
Hyundai Verna CRDi,2008,195000.0,Individual,Manual,Second Owner,90000.0,Diesel,,,,
Chevrolet Beat LS,2011,225000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1125000.0,Individual,Manual,First Owner,65000.0,Diesel,,,,
Tata Indica Vista Quadrajet LX,2011,133000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Hyundai EON Era Plus,2013,200000.0,Individual,Manual,First Owner,24005.0,Petrol,,,,
Maruti Vitara Brezza ZDi Plus,2018,940000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Renault Duster 85PS Diesel RxL,2014,400000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Hyundai i10 Era 1.1,2009,120000.0,Individual,Manual,Second Owner,120000.0,Petrol,,,,
Maruti Swift Dzire ZDI,2015,625000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Maruti Swift 1.3 VXi,2005,110000.0,Individual,Manual,First Owner,80000.0,Petrol,,,,
Renault Duster 110PS Diesel RxZ,2012,490000.0,Individual,Manual,First Owner,100000.0,Diesel,,,,
Maruti Alto LX,2009,140000.0,Individual,Manual,Second Owner,120000.0,Petrol,,,,
Ford Figo Diesel ZXI,2011,175000.0,Individual,Manual,Second Owner,149000.0,Diesel,,,,
Maruti Wagon R LXI BSIII,2005,90000.0,Individual,Manual,Second Owner,65000.0,Petrol,,,,
Maruti Swift Ldi BSIV,2009,275000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Volkswagen Vento Diesel Highline,2011,300000.0,Individual,Manual,Second Owner,65000.0,Diesel,,,,
Datsun GO Plus T Option BSIV,2018,270000.0,Individual,Manual,Second Owner,19000.0,Petrol,,,,
Chevrolet Beat LT,2010,130000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Maruti Alto K10 VXI Airbag,2015,275000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Maruti Swift VDI,2012,352000.0,Individual,Manual,First Owner,109000.0,Diesel,,,,
Hyundai EON LPG Magna Plus,2012,180000.0,Individual,Manual,First Owner,90000.0,Lpg,,,,
Maruti Alto LX,2012,150000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Maruti Swift Vdi BSIII,2010,300000.0,Individual,Manual,Second Owner,110000.0,Diesel,,,,
Mahindra Bolero DI DX 7 Seater,2007,225000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Honda Mobilio V i DTEC,2014,600000.0,Individual,Manual,First Owner,44000.0,Diesel,,,,
Maruti Ertiga BSIV ZXI,2015,500000.0,Individual,Manual,First Owner,80000.0,Petrol,,,,
Honda BR-V i-VTEC S MT,2018,900000.0,Individual,Manual,First Owner,5000.0,Petrol,,,,
Hyundai i20 Magna 1.2,2016,600000.0,Individual,Manual,First Owner,61000.0,Petrol,,,,
Toyota Etios VD,2011,450000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Hyundai i10 Era 1.1,2009,270000.0,Individual,Manual,First Owner,27633.0,Petrol,,,,
Maruti Swift Vdi BSIII,2010,310000.0,Individual,Manual,Third Owner,100000.0,Diesel,,,,
Hyundai Santro Xing GLS Audio LPG,2012,250000.0,Individual,Manual,First Owner,100000.0,Lpg,,,,
Ford Figo 1.2P Titanium MT,2019,700000.0,Dealer,Manual,First Owner,12586.0,Petrol,,,,
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000.0,Dealer,Manual,First Owner,38083.0,Diesel,,,,
Ford Figo Diesel ZXI,2012,400000.0,Dealer,Manual,First Owner,55328.0,Diesel,,,,
Ford Figo Diesel Titanium,2012,425000.0,Dealer,Manual,First Owner,81632.0,Diesel,,,,
Ford Aspire Titanium Diesel BSIV,2016,600000.0,Dealer,Manual,First Owner,155201.0,Diesel,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,Dealer,Manual,First Owner,93283.0,Diesel,,,,
Maruti Swift Ldi BSIII,2009,300000.0,Dealer,Manual,First Owner,217871.0,Diesel,,,,
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000.0,Dealer,Manual,First Owner,90165.0,Diesel,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2014,750000.0,Dealer,Manual,First Owner,101504.0,Diesel,,,,
Ford Figo Titanium Diesel BSIV,2010,325000.0,Dealer,Manual,Second Owner,86017.0,Diesel,,,,
Mahindra XUV500 W8 2WD,2013,900000.0,Dealer,Manual,Second Owner,85036.0,Diesel,,,,
Ford Ikon 1.3L Rocam Flair,2006,180000.0,Dealer,Manual,Second Owner,91086.0,Petrol,,,,
Fiat Punto 1.3 Emotion,2013,350000.0,Dealer,Manual,Second Owner,160254.0,Diesel,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,Dealer,Manual,Second Owner,125531.0,Diesel,,,,
Honda WR-V i-DTEC V,2019,900000.0,Individual,Manual,First Owner,60000.0,Diesel,,,,
Skoda Laura L n K 1.9 PD,2006,350000.0,Individual,Manual,First Owner,100000.0,Diesel,,,,
Maruti Ritz LDi,2013,280000.0,Individual,Manual,Third Owner,90000.0,Diesel,,,,
Mahindra Xylo D2,2009,225000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Honda City i DTEC S,2014,520000.0,Individual,Manual,First Owner,82000.0,Diesel,,,,
Mahindra Scorpio 1.99 S4,2016,509999.0,Individual,Manual,First Owner,60000.0,Diesel,,,,
Maruti Baleno Alpha 1.2,2019,556000.0,Individual,Manual,First Owner,24000.0,Petrol,,,,
Tata Indigo Grand Dicor,2014,225000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Honda Amaze EX i-Dtech,2013,325000.0,Dealer,Manual,First Owner,65000.0,Diesel,,,,
Maruti Swift VDI,2013,365000.0,Dealer,Manual,First Owner,65000.0,Diesel,,,,
Hyundai Creta 1.6 CRDi SX Plus,2015,850000.0,Dealer,Manual,First Owner,84000.0,Diesel,,,,
Toyota Etios GD SP,2013,350000.0,Dealer,Manual,First Owner,75000.0,Diesel,,,,
Maruti Swift VDI,2007,225000.0,Dealer,Manual,First Owner,50000.0,Diesel,,,,
Maruti Alto LX,2011,135000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
